speed,U,r,temperature,system_torque_knm,generator_speed_rpm,degradation,cycle_factor,maintenance_performed,time_since_last_maintenance
8.993428306022466,4.868511498312441,59.72872698567926,15.809495010631007,544.1120044585298,932.1192375442048,0.0007024832091047076,80.97576607686455,0,1
7.736561325511871,4.579824580696765,53.60270311933502,13.387847358115849,402.65555844400967,801.8519077003127,0.0011113093309863815,80.97576607686455,0,2
9.321556682696507,5.270951539571597,64.5286184692848,14.743615265630302,584.5405493888645,966.1279338805292,0.00191050672661488,80.97576607686455,0,3
11.085328499530084,4.795138761193567,63.97934526309987,14.212849454724815,826.6751610237523,1148.9331539997502,0.003401105555601872,80.97576607686455,0,4
7.584050469865179,3.644973792774768,56.97120548578959,16.04524031846913,386.93693103165555,786.044998739087,0.003781546621086552,80.97576607686455,0,5
7.597170741205321,4.597845656290161,63.97373373671803,16.318756198363793,388.2768769779535,787.4048424940826,0.00416451659659503,80.97576607686455,0,6
11.236956475938403,5.388006541296983,62.39807739766134,17.043926837873528,849.4447788374459,1164.6485573977454,0.005729915290851513,80.97576607686455,0,7
9.626484997935284,5.670096704310882,54.20770953739091,16.001782789027125,623.409233636111,997.7320718170795,0.006627290452538487,80.97576607686455,0,8
7.165749718237598,3.7979689204849763,56.42834536119324,15.692302506962804,345.43077294471703,742.6904331158565,0.006937566729332803,80.97576607686455,0,9
9.202899534449136,5.417926790248187,66.47660353962927,19.10064575846789,569.7536496390684,953.8297749593709,0.007700810173136666,80.97576607686455,0,10
7.204022776471083,5.6245117373077775,62.41946867301697,12.387475733259006,349.1305947905375,746.6572244934217,0.008017428012179589,80.97576607686455,0,11
7.212474878423518,4.253612531923465,58.13804784137375,18.871001005471918,349.9503085904992,747.53323824029,0.00833511072901076,80.97576607686455,0,12
8.640932411860899,4.082715372625567,56.75433966899566,14.943715744692643,502.29513309977807,895.5849824277974,0.008943373640530888,80.97576607686455,0,13
4.3435178733745365,3.6652163914882214,58.556886760690446,16.708711048370386,126.91734537646988,450.1816693950064,0.008994971085774304,80.97576607686455,0,14
4.733309953578504,3.9536644744013913,58.99857314130861,14.959166034161367,150.71887467891494,490.58146847465053,0.009065135024169209,80.97576607686455,0,15
7.071634329208483,4.696220803345154,57.0782474214566,14.248948033198179,336.41654376034796,732.93589216908,0.00936116668304305,80.97576607686455,0,16
6.183607180563529,3.9410240711936826,52.686308912966,16.66671912302971,257.2299536570749,640.896776433962,0.00954391416745986,80.97576607686455,0,17
8.850820135776745,5.5477632942290205,67.18223623591192,17.825341519182878,526.992924410142,917.3386873030913,0.010207297953218916,80.97576607686455,0,18
6.419329136141114,3.7265996697241914,66.42235027761411,16.73060686721326,277.21520115700645,665.3280569233244,0.01041628052571645,80.97576607686455,0,19
5.423817219866029,3.2151608678868056,55.28988689120979,14.74385050175628,197.9009345139492,562.1487378928822,0.010530378421702763,80.97576607686455,0,20
11.192764766086082,5.7919081653608755,62.4246713327715,23.09425755310792,842.7766737510725,1160.0683304262652,0.012073829967513182,80.97576607686455,0,21
7.822952255017135,3.4272799354003274,57.31884135969421,18.31216352836653,411.6983374336597,810.8058510243795,0.012499119473446903,80.97576607686455,0,22
8.42259366693652,4.582453848950945,60.6090789342718,17.825142133616744,477.23188553537415,872.9553758395084,0.013053982766296737,80.97576607686455,0,23
5.451067812409316,5.649054127085887,60.27992833287324,15.295952154636353,199.8945361358936,564.9731114998933,0.013170581391110315,80.97576607686455,0,24
7.224819940752594,4.438942211670553,59.951398186763704,14.794953056098455,351.1493021934023,748.8127358572231,0.013490254342190915,80.97576607686455,0,25
8.548445803975627,4.149305335447001,72.19207291742072,15.528990596833767,491.6002320089908,885.9992556624726,0.014075437709350241,80.97576607686455,0,26
6.0376224864591155,4.178825765398426,60.062435851977185,18.294845226464034,245.22777785922267,625.7662681192843,0.014243208837560004,80.97576607686455,0,27
9.104008229064856,4.795401251503205,58.30942882382213,14.194165300426722,557.5746713307428,943.5802366256056,0.014977240716232491,80.97576607686455,0,28
7.164330650377833,4.513191100252126,58.62447972061771,14.082285771142839,345.2939718591027,742.5433545595531,0.015287415131781602,80.97576607686455,0,29
7.795209407820936,4.890173372643997,67.74286416472538,17.341084758080335,408.7834707418795,807.9304579377954,0.015707549908770442,80.97576607686455,0,30
7.188165352201361,3.9180774862564025,54.35001218593636,16.943654811484755,347.59528073034386,745.013689934992,0.016021347060797636,80.97576607686455,0,31
12.109109159839045,6.265595859586207,58.883904023296864,14.807882226955439,975.3270995113428,1243.7338098353562,0.01802064215707528,80.97576607686455,0,32
8.390524853404328,4.800662112867174,70.01757621975898,14.209323852770204,473.6047071008621,869.6316202035674,0.01856798792342403,80.97576607686455,0,33
6.315056008061737,4.626408224813249,64.08978337981182,19.310720206648657,268.2823903349824,654.5207223525233,0.018765185877649384,80.97576607686455,0,34
10.088518057595211,4.703628911641221,63.91579824777278,17.19210296189523,684.6876670660841,1045.61924994714,0.019827175474777466,80.97576607686455,0,35
6.014682858627706,4.846127640223307,73.70320002451683,13.7941621344431,243.36785793181232,623.3887022260373,0.019992792281151955,80.97576607686455,0,36
8.887030585130205,4.648879912619509,64.36042906554711,13.97709357823772,531.3138089717305,921.0917006472772,0.020665802302718854,80.97576607686455,0,37
4.562887449051926,4.051353746557151,59.67392050527861,15.88440171113732,140.0610141042897,472.91811590494024,0.02072737384579205,80.97576607686455,0,38
5.838770719785172,3.7012011053634795,61.89056683283181,18.116159672602045,229.34041643486492,605.1563793394614,0.020876081780159088,80.97576607686455,0,39
8.90177098328532,4.281888383456001,57.70982853182765,17.883512642706805,533.0777889805543,922.6194616102731,0.021553049366980437,80.97576607686455,0,40
9.997877692991612,5.343678191824764,69.75264875341709,18.99983885067174,672.4397732445345,1036.224876114365,0.022581240013646527,80.97576607686455,0,41
